text,label
@USER Boy Hollywood sure does like to look like fools all the time.  Wait until they find out it's a big hoax manufactured by liberals.  Think they will apologize to Kavanaugh?  No way.,UNT
@USER She is a liar,TIN
@USER I see. It's a damn shame how delusional he is. He's gotta be the worst. Even more than those Boston Ben stans,TIN
@USER The first person got it by having sex with animals..,UNT
@USER why is this relevant whatsoever? Might as well let us know when someone has a pack of smokes or a 6 pack of beer in the fridge too while you dipshits are at itTabloid garbage ffs,TIN
@USER @USER @USER He. Is. A. Sociopath.,TIN
@USER Yes Comie (communist pun intended) WE do and will emerge stronger when u &amp; all ur cronies are put to death at Gitmo. WE THE PEOPLE WILL INDEED BE STRONGER. #MAGA #DrainTheSwamp,TIN
@USER @USER YOU should be FIRED... You are dead to the public for your FAKE NEWS Why don't you show him approaching the crowd? Scared ... If you can't stand the fire Get Out of the Kitchen....,TIN
@USER I do not support Trump. He is an abomination!,TIN
@USER nah my foodie ass will gladly say it. that works on absolutely no one's fucking palate.,TIN
@USER - both don’t support Medicare for all  - both voted against the dreamers  - both voted for the racist police brutality bill  - both voted to give Donald trump and even larger military budget .  - both didn’t do a thing on gun control  - both voted for the racist payday loans bill,TIN
@USER I love that feeling that u get from going from Blues to purples. The discovery of new sexy loot!,UNT
@USER Every one is on these social media platforms arguing about who is racist and who isn't while the powers that be manipulate it to push their agendas and gain power.  And shit.  I know exactly what ur saying im pretty liberal guy and i can't stand the racism discussions.,TIN
@USER @USER This pope is a dope!,TIN
@USER @USER @USER Please stop calling the losers “Elite”,TIN
@USER Liberals ....cry and complain that all they do URL,TIN
@USER @USER I love @USER !! @USER stop your racist censorship now!!,TIN
@USER @USER Damn straight he is. Nothing but good vibes coming through November 💯💯💯👍🏼👍🏼👍🏼,UNT
@USER I can’t even listen to any of these idiotic Liberals. They all seem a brick short of a load.,TIN
@USER @USER She is a Republican. Do you actually expect any different. And as far as her calling the opposition money a bribe she should be used to that by now bribes that is,TIN
"@USER And the brainless #DEMS wants us to believe that he doesn't have the majority. Liberals is just like their leaders"" the corrupts #Obama and #CrookedHillary both are real bad losers #MAGA #TRUMP""",TIN
@USER it does which sucks but honestly at least i can mute all the instances full of weirdos and just scope fed/local it's a treat,TIN
@USER @USER Tis funny you assume I’m left or a supporter of antifa even though I dislike nazis. You’re still a ball washer though.😁,TIN
@USER @USER @USER @USER @USER hey #sickholder were you the dirty filthy greasy cheesy negarrrr who was in contempt of Congress? Don't open your mouth it's extremely stink.,TIN
Thank you for standing for DECENCY.  The liberal left is up to its same OLD tactics.  LIES at 11th hour from LEFTY Liberal haters.  This story stinks from outside in @USER #MAGA #tcot @USER @USER @USER @USER @USER @USER @USER URL,TIN
@USER Umm fuck yeah I would,UNT
@USER He too is afraid his backstabbing deeds will be discovered and made public undermining the entire farce of the Obama administration,TIN
@USER @USER @USER @USER Im going to tell you one more time to fuck off before I block and report your ass. Whos your current president?,TIN
@USER And who gives a shit,TIN
@USER Agree. That’s hatred beyond compare. Her feeling of bitterness of the Duterte Presidency and its success is evident on her tweets and articles. 2016 was really a slap on the face on the “yellow intellectuals” .,TIN
@USER He wants his 5 min of fame.,TIN
@USER Shitttt. I do &amp; does.,UNT
@USER @USER Yeah. He’s very immature &amp; can dish out criticism while crying and blocking instead of accepting any. It’s cool. Folks can see him for who he is mostly.,TIN
@USER It bothers me because I feel whoever still supports him is just as racist as he is.  I'm half black and my daughters and daughter are black so I don't get how my family doesn't see anything wrong with supporting him.,TIN
@USER those students not traumatised by having live shooter drills or distracted by fear of being killed at school are already doing their best. Send YOUR kid to one of those schools and we might get some action on gun control. Hypocrite.,TIN
@USER CBS sez CEO Leslie Moonves' out on his ass after several allegations he was chasing ass... COO Joseph Iannello will be interim CEO until somebody accuses him of the same thing... This 'shit' never ends... Ooops...,TIN
@USER @USER Why is this crook walking free?,TIN
@USER @USER @USER Haha you liberals are so desperate it’s hilarious. Trying at all ends to set him up. This BS last minute stalling tactic about the alleged HS incident and the bait of emails that were sent to him. And people wonder how Trump won? Because they’re tired of Democrats and their crap.,TIN
@USER Can someone tell this dumb we are a republic,UNT
@USER @USER True but the constant talk from the left about common sense gun control every time and yet not one valid proposal,UNT
@USER ??? what the fuck ??,UNT
@USER Sucks,TIN
@USER Lol did you just do the trump very fine people on both sides? Antifa punches Nazis. Don’t want to be punched? Don’t be nazis oh whaooaaaaa so crazy. OTOH Nazis are literally murdering folks and trying to bomb shit soooo yeah. You’re just a right wing dupe. Sorry that’s the case.,TIN
@USER @USER @USER ...unless you are good with an accused rapist sitting on the highest bench in the land. I'm sure your female constituents would love to hear you explain that away...,TIN
@USER @USER Son please don’t make me cry today because I never saw this shit,UNT
Another fucking Pittsburgh Nazi. Philly Antifa is naming names and it’s glorious. URL,TIN
The “Law and Order” president really hates law enforcement! Lol #MAGA URL,TIN
@USER HAHA! You try so hard to be condescending but i'm sure you and stormy can relate! But you are correct on how sad Trump really is. Old man literally owns the Viagra company. Jokes on you kid. URL,TIN
@USER So babies aren't future men? I suppose ripping their limbs off and sucking their dead bodies out and putting them in the trash. That's sorta thing?,TIN
"@USER Good liberals will allow a rapist"" to continue serving on a federal district court while his victim continues to suffer?    But...you said....you said....""",TIN
@USER Down with liberals!,TIN
@USER @USER No Kim you are a failure and your whole life has been,TIN
@USER Hey Woodward: You are a silly old fart and do not know what is going on in the White House.  You are the one who has reached a mental stage yourself of Alzheimers,TIN
@USER @USER Man I’m glad I can make y’all’s day. I just be saying stupid shit on the fly. I ain’t trying I’m just dumb lmao URL,UNT
@USER I still can't read an analog clock like I can but it takes me like a fucking minute to process it and I can't just glance at one like a digital click,UNT
@USER Wake up black Americans!  #maga #Kavanaugh #VOTERED #Trump #Trump2020 #WALKAWAY #KAG #TrumpTrain #1A #SundayThoughts #HurricaneFlorence #HurricaneFlorence2018 #BolsonaroEleito1ºlugar #BolsonaroPresidente bb #Blackout #BlueWave #BLM #BlackExcellence URL,TIN
@USER She should ask a few native Americans what their take on this is.,UNT
@USER Any day you free I’m dead ass serious an don’t call me talking about come get him cause imma block yo ass,TIN
@USER Bird ass URL,TIN
@USER @USER Forget that @USER called @USER a con man and a KKK supporter...she actually voted  for @USER Doesn't that sum up how truly unqualified she is for Florida,TIN
@USER I know but look outside the box its like when Rush Limbaugh lost his shit. They remind me of each other so in my head its funny.,TIN
@USER @USER  ERIC HOLDER IS A FILTHY MAGGOT. URL,TIN
@USER @USER Great and I’m certainly anti fascist but  the group antifa is the most fascist and violent groups in America in case you hadn’t noticed and associated with the largest hate group in America the democratic party,TIN
"@USER .@USER calls you an intellectual prostitute"" because he knows that you are smarter and more intellectual than he.""",TIN
@USER same shit lmaaaaoooo. i was just making sure!,UNT
@USER God he is terrible.,TIN
@USER Ive judged that the old woman is an anti semite and Joan Ryan is right.  You are playing semamtics.  Youre a disgrace.,TIN
@USER Poorly worded but he's not talking about the actual shooting. He means the aftermath with the gun control aspect.,TIN
@USER He is gay. He’s a sick pervert he gets on my nerves,TIN
"@USER Lol, read the title and you already know whats coming... ...who support common sense solutions to reducing gun violence,"" How is gun violence different from other violence? What is a non-automatic firearm? What is common sense gun control? Is it like Chicago, NY,.. London?..""",TIN
@USER Thank you ! Yes he is so sick 😭,TIN
@USER Hope they continue to crash @USER,UNT
A BUNCH OF VULTURES!  TIM ISNT EVEN GONE YET -WTF?  HAVE YOU NO SHAME?  ALL YOU SEE ARE $$ I HOPE HE LEFT EVERY PENNY TO AN ANIMAL RESCUE!  'Carol Burnett' star Tim Conway recovers from brain surgery as family battle over comic's fate rages on URL #FoxNews,TIN
@USER @USER They probably shutdown the @USER website because of the death threats. If she votes yes she’ll most likely get lots of support from #MAGA voters.,TIN
@USER She is drinking so much koolaid she’s bloated.,TIN
@USER @USER @USER i have heard he is making waves,TIN
@USER @USER MEGUMI IM SORRY I ASKED TO SEE YOUR TITS,TIN
@USER Eric u got alot of balls ...,TIN
@USER @USER Well he's a liberal so that explains it. Who knows the shooter may be a liberal as far as he knows. Liberals are very hateful violent people and must be defeated!,TIN
@USER @USER @USER She is an alt-left crazy and was discredited by numerous women. All you dems have left is lies. Her name is DR. LIAR.,TIN
@USER @USER pathetic,TIN
@USER I can’t cuz that nigga retarded smh,TIN
@USER @USER She doesn't support stand you ground or arming teachers. Gun control. Idaho believes in gun rights.   Zero chance.,TIN
@USER thats why they lobbied the government to ban reaserch funded bye the cdc that could be used to argue for gun control. guns in the home dont make you safer. quite the opposite.,TIN
@USER He a lunatic democrats politicians like antifa George Soros think there money talk but it lunatic dung money dam money they have pay me in gold,TIN
@USER whats wrong with dead #antifa?  I don't understand I thought the only good antifa was....,TIN
@USER What the hell are you talking about? The only threats are coming from gun control nuts made against her kids.,TIN
@USER You're literally white nationalist radicals and enemies of the state. You're lucky you're not being hunted down by federal agents like the terrorists you are...but the citizenry will act in the state's place soon enough. ACTA NON VERBA. #TheResistance  #ResistTrump  #Antifa URL,TIN
@USER Embarrassing for the liberals....I wonder who those women raped in school🙄,TIN
@USER @USER Donald trump said Mr Cruz is a lying dog you can't trust him or his wife said his father was involved with shooting president the president in Texas in Dallas America can't trust him he is a lier then how can he stand up for him down there in Texas campaing,TIN
@USER - Gun Control (MGK DISS) URL via @USER  fucking new Em wouldn’t let the shit slide he was playin wit da kid @USER,TIN
@USER The ratings are low because of people like you &amp; the other guy making fun of conservatives.. This is one reason why Trump won..  You people just don't get it &amp; pitiful &amp; shameful...,UNT
@USER @USER So how do propose a ward deal with this? Put the gay/lesbian youth with the opposite gender? Or segregate them from the other kids entirely (awful idea). I’m just going to assume @USER has more experience and knows what he is talking about here.,TIN
@USER Communist Elite Roger Goodell is teaching a lowlife ethics class to his daughters. Shameful Shameless left wing nut ruining the sport of football instead to teamwork and values to the flag,UNT
@USER Just listening to Juan Williams on the FIVE drives me crazy.  He is such an ignorant man.  Where does this man get his facts?  Thank GOD for Jesse Waters and you ladies!,TIN
@USER I experience this very same problem. I like to think I am suffering from anti-pernickety bastard disorder.,TIN
@USER More fear tactics to make people attack her. It’s bullshit,TIN
@USER @USER @USER Oh please EVERY network is reporting this. This is bullshit obviously but stop pretending it's just fox. Your political bigotry is showing.,TIN
@USER Yet another really stupid take by Erick. He is a single issue thinker...overturning Roe. Anything that gets in the way of that is to be mocked and trivialized. He has no other core beliefs.,TIN
@USER Conservatives have become the cadaver party.,TIN
@USER URL LOOK ST THIS BULLSHIT,TIN
@USER We in this bitch together 💁🏽‍♂️,TIN
"@USER Eric and Hussein just need to STFU and go away. Too many Americans died as a result of their Fast and Furious"" gun running scheme gone bad. Eric even defied Congressional subpoenas with Hussein's backing. Despicable.""",UNT
@USER Fuck a drug test,TIN
@USER Iya Risi in my area didnt get the money. She is a widow with 5children and all attempt to get the money proved abortive. Isn't this a scam?,TIN
@USER was literally just talking about this lol all mass shootings like that have been set ups. it’s propaganda used to divide us on major issues like gun control and terrorism,TIN
@USER @USER @USER I think he is on crack!,TIN
@USER @USER @USER The Nov election will tell the tale.  MSM laud Antifa;  alt-media expose them as Soros-shill shitheads.,TIN
"@USER @USER You been reading Q again, right? That's what Q says. I believe"" it too but still... Sessions is virtually invisible. RR is there to stay. He is NOT going anywhere even when the FISA docs released to public. Won't be COVERED AT ALL by the Shitstream media. Nobody will ever know!""",TIN
@USER @USER Ramos sounds like a shitty ump,TIN
.@USER If his Constituents support him they are as craven as he is. If they don't they need to VOTE HIM OUT! URL,TIN
@USER @USER I believe gun control should consist of guarding your firearms from thivery and kids.,UNT
@USER Hollywood is packed with pedophiles,TIN
@USER Bullshit!!!,UNT
@USER Well she is dumb as a box of rocks so will give her a pass,TIN
@USER This just proves that liberals have no shame whatsoever. He’s a deceiver and a proven liar. Has the nerve to speak of “casting a shadow.”,TIN
"@USER So funny, this was labeled as sensitive media""!!   Yet, people post porn on Twitter all the time. Unfiltered""",TIN
@USER @USER It's a trap. Conservatives know as soon as they go public they're on the termination list.,TIN
"@USER @USER @USER Gawd you are missing the point so hard. Yes she could have. Point is she is expected too. The responsibility lies solely on the woman in our culture. The man is not berated for his actions. The woman is. Listen to you silly girl"" you are part of that culture.""",TIN
@USER She makes me sick.  She uses these confirmation hearings and investigations to campaign and for photo ops.  She is a junior Senator that is way out of her league.,TIN
@USER Since Lebron eat ass I guess I have to now URL,TIN
@USER DJT2- You have to remember his daughter is married to am Iranian and so he defends them at all costs. He is a coward and a disgrace. Thank GOD for your Dad or we would all be in a World of hurt!,TIN
@USER Fake news. .,TIN
You you have committed so many crimes. No care what a liar has to say. You belong in prison. #MAGA URL,TIN
"@USER @USER @USER Socialism once its implemented has historically had only one effective stop measure and that has been civil war. Knowing that the force/reasoning behind gun control"" becomes clear. You can have a clear picture of this process by reading Saul Alinsky's-Rules for Radicals.""",TIN
@USER @USER @USER @USER At least you are honest about wanting a nationwide gun ban. I give you credit for that. And the only place you can show that gun control works is in an environment with controlled access. Of course gun control works if the only access to a place is through metal detectors.,TIN
@USER Gun control . . . means being to hit what your aiming at! These elderly homeowner have great gun control!,TIN
@USER Colin cowherd is a clown just when you think he's going to make a point he just spews out garbage there is no way you look at both goff and trubisky and say goff has the higher ceiling. Maybe the higher floor but only bc he is in yr 2 of Mcvays offense,TIN
20 more votes for #Democrats &amp; let's see... How many murders of #Conservatives #justsaying URL,TIN
@USER That asshole has so much nerve. Unreal.,TIN
@USER *REPLACES CHICKENS WITH GUN CONTROL* URL,TIN
@USER And this from the clown that should be in prison?,TIN
@USER Heard from who? You and your lying jealous cronies???,TIN
@USER and he took away the constitution from us.  congress refuses to restore it to us why is that?  Article 4 sec 4 was taken away..  and because of that there are NO gun control laws anymore. OBAMA is a STUPID MAN,TIN
@USER This nigga prob made her infertile god only knows all the germs he brought back,TIN
@USER This stupid game you're playing is NOT going to work and Kavanaugh WILL BE CONFIRMED!  #ConfirmKavanaughNow #MAGA #TRUMPSTRONG #AMERICAFIRST #DRAINTHESWAMP #VOTEREPUBLICAN #TRUMPSTRONG #WINNING 🇺🇸🇺🇸🇺🇸,UNT
@USER I don't entertain shit.,UNT
@USER This terrorist fanboy @USER and his saddo @USER cronies are wholly unfit to hold any public office. A proper @USER #Brexit supporting Tory PM would have wiped them out politically by now.,TIN
@USER But the orange preferred to send the hospital boat away and now she is standing empty. It could have saved many people. Fuck@USER,TIN
@USER Fascist always control the media.,TIN
@USER 😂 😂 😂 You are delusional URL,TIN
@USER @USER As I’m watching it Bentley kept looking at me 😂 he being crate trained again so we good for now. He only allowed out to eat pee and shit and occasionally play time 😂😂🤷🏾‍♀️,TIN
@USER @USER @USER @USER @USER That's my biggest question. Do we just widdle away until there is no 2nd amendment left? I do believe in some limited gun control but im worried we will be expected to just keep giving into the gun haters.,TIN
AntiFa fascists and Socialists are one and the same......time to respond ! URL,TIN
"&lt;God's chosen leader"" my ass!  Fuck Christian conservatives!!!&gt; Baptist pastor Brian Kaylor claims Sarah Huckabee Sanders lies to defend “God’s chosen leader” URL",TIN
@USER @USER @USER just vote yes we all know you found out she is a fraud.,TIN
"@USER Democrats cut funding. CIA goes around it. That's how it's done. Conservatives"" who play by the rules will get fucked up, every time. URL",TIN
So since Dems want stand on a soapbox over Kavanaugh exactly when  will you be addressing the sexual slush fund covering your backsides #MAGA,TIN
@USER @USER @USER Please call trump out for what he is...a NARCISSISTIC SOCIOPATH!,TIN
Now she scarred herself for life lol #MAGA URL,TIN
@USER Pants drooping below the ass...,UNT
@USER I have irresponsible sex but I at least know my partners.  (Benefits or being snipped),UNT
@USER Do you think that bothers the evil Nazi democrats/liberals they tried to rig a Presidential election and framing Kavanaugh is just another act of these evil Nazi democrats /liberals politicians to destroy Democracy and America ! #Walkaway # Make America Great!!!!!!!!!!!!!!,TIN
@USER Fake News or PROPAGANDA is the ENEMY of this Country,TIN
@USER Trying to shape opinion. #MockingbirdMedia at it's worse.. Read the comments.. It failed miserably.. #MAGA #GreatAwakening #TheStorm  #WeThePeople  #WWG1WGA  #DrainTheSwamp #ReleaseTheVideo  @USER #MockingbirdMedia #FakeNews  @USER #QAnon #QAnon8chan URL,TIN
@USER @USER @USER @USER So if Paul Golding turned up for a job at the BBC you'd let him work for them?,UNT
@USER @USER Not now Hell no he offered that last year no go now.,TIN
@USER @USER Popular side doesn’t equal winning side. Facts are that private schools do a much better job educating students than public schools. Public school teachers get unfair perks that they don’t deserve. It’s unfair to private school teachers.,TIN
@USER Are facts a “dangerous line?” A hate Trump liberal activist makes a 37 year old claim that is completely out of character for Judge Kavanaugh and we shouldn’t question it? This is a total scam and I’m fed up with liberals turning our SC Confirmations into the Jerry Springer show.,TIN
@USER The people of PR tried telling us this last year but you were too busy bashing trump with mayor Cruz.   To you people 3000 peoples lives were worth it to try to make Trump look bad.  You are all a disgrace!,TIN
@USER @USER @USER Fuck you...  If she dare then why didn't she choose any other granth ..haha .. m sure she is looking for some publicity.. Bible or kuran . Whatever her intention was but she done a drama . May be she want to start any business that requires public intention.,TIN
@USER @USER A horrendous act of course. Conservatives lie like they breath and are just generally awful human beings. I don’t doubt the victims story even a tiny bit,TIN
"@USER Police state tyrant liberals LOVE the word dangerous"" when gaslighting their sheep.""",TIN
@USER Hopefully your obesity catches up with you by then,TIN
@USER @USER Liberals don’t give a sh!t. They have no souls.,TIN
@USER @USER This is a big deal. Hatch has to be embarrassed. Oh yeah he is senile and can't find the bathroom by himself.,TIN
@USER Stfu bitch lol why u Salty I’m tryna get twitter famous ya know,TIN
@USER What an empty soul you have.,TIN
@USER @USER Mmm you are so hot,TIN
@USER Good lord this woman is a dipshit !,TIN
@USER Antifa would burn a Conservatives house down and CNN would be there lighting the torches &amp; throwing gas on the flames.,TIN
@USER Yeah - because ANTIFA are nothing but violent thugs who assault anyone and everything.,TIN
@USER FF8 sucks MAJOR wang.,TIN
@USER I support your fight for justice and to hold those responsible accountable. The hypocrisy is beyond any moral standard. Where’s the outrage. Yet they hide behind the vail of gun control and leftists propaganda beginning with @USER @USER Shame on them.,TIN
@USER Liberals are SICK. This false accuser should be incarcerated for her bald-faced lies. URL,TIN
@USER @USER @USER @USER @USER @USER All liberals are devils. All of us. Ask any repub. We hold hands to stand together. To know we aren’t alone in this fight for civility and decency. Call us all the names you want. It doesn’t matter one bit.,TIN
@USER @USER @USER I fuck with this hard,UNT
@USER @USER Fuck the Steelers bah on my mama that’s some racist shyt they doing don’t wanna pay that dude and call him selfish for not wanted to report,TIN
@USER @USER Attention lefties demanding gun control. Most of these shooters are left wing. You don't get to shoot congressman and create violent chos and then demand we normal people disarm.,TIN
@USER @USER #Westminster @USER #Tories @USER @USER @USER @USER Absolutely pathetic #appeasement 😠😠😠,UNT
@USER I hope the fuck not,TIN
"@USER @USER @USER @USER Believe all women, even those who can't even offer any specific details."" ""These other women are liars!"" I know liberals are hypocrites, but try to stay consistent through at least one event.""",TIN
"#ThursdayThoughts  Will @USER ever admit all the other ways that Twitter censor conservatives?  Seems highly unlikely.  It's very annoying to have my main feed limited with a stupid black bird ordering me to return to the top"".  It wont even let me go back to this morning. URL",TIN
@USER @USER He is such an A-Hole. Sad.,TIN
@USER Let me borrow yo shit first 🤣,TIN
@USER Someone please call for gun control because the Bengals can't stop shooting them selfies in the foot URL,TIN
@USER A quick way to get yourself killed.  Thanks Antifa!,TIN
@USER LOL you escaped some shit then... even if I don't regret watching it for a minute. #LoyalWolf,UNT
@USER @USER @USER @USER @USER @USER @USER Lie about what? Certainly not about you throwing gun control &amp; accountability out the window once an illegal is involved.  And “a” hollering? Are you seeing shit AND hearing voices?,TIN
@USER You are fake news,TIN
@USER No one is open! You think he is sitting there waiting to get hit lol. The pick that was called back Kyle said the one of the receiver ran the wrong route again! A route that was need to pick Matt open! 🤦🏽‍♂️ 49ers need to get their head out of their asses,TIN
@USER Myyy nigga ✊🏾,TIN
@USER Don't dignify her stupidity by posting her comments!!!,UNT
@USER Dishonored zone where you have to balance on dangerously high edges in a shitty ghetto overrun with rats and bloodflies,TIN
@USER @USER is a very lost soul! His father f**ked him up real good!,TIN
@USER Fuck my bad leslie i def added you tho ! Lmao im give it to ypu now,TIN
"@USER Liberals sure love to spend other people's money !!!!!!  Hope and change""  really works well for the Obamas who are multi millionaires.  Their fortunes have really changed for the better !!!!!!  If liberals have any brain cells left, they'd vote for President Trump !""",TIN
@USER @USER Question: Hows that gun control laws up the ass they have working out for them?,TIN
"3)  Conservatives think it because the NeoCon infiltration that successfully corrupted, and nearly destroyed, conservatism has been brainwashing them for decades to accept anything with the free trade"" label as good - and anything with ""protectionist"" attached to it as bad.""",TIN
@USER @USER this is all just another fraud put out by the democrats.this woman is lying to help her party.Nothing but a liberal nutjob who would say anything to try and keep the conservatives from having the majority on the SCOTUS.,TIN
@USER Thus far the only people getting shot and kicked out of places are conservatives. #MAGA #WalkAway #ConfirmKavanaugh,TIN
@USER and it's funny as obama starting talking about gun control shootings started happening. Correlation-definitely so.,TIN
@USER Bono can go away now the 90s are over you sick now,TIN
@USER @USER Rescue conservatives from its own demons? Who are the two or three most notorious serial abusers of women in the last 30 years? Hint: they were not GOP. Did they ever face consequences?,TIN
@USER Kavanaugh needs to stop lying... I believe this woman's account is credible and he is not going to be able to dodge it.,TIN
@USER @USER @USER If any left leaning freak attacks me I will attack back. But so many conservatives are just compliant. Happy with just bitching and complaining. How can we fire people up. The left has got energy. Lots of it. And if things don’t change. We’re going to loose.,TIN
"..understand that black lives matter, fight global warming, demand gun control, safeguard Roe v. Wade, and, of course, marshal their forces to throw the bum out."" Save our SS from being used as welfare for billionaires. Have medicare that covers everything. No worries or fears.""",TIN
@USER @USER Took the words out of my mouth. He is just horrible.,TIN
@USER And I’ll argue all fucking day long because IM  💯  % RIGHT!!!!,UNT
@USER Democrats will let animals like this out all over the country if they get power back.,TIN
@USER You are such a fucking pu$$y little chinless Donny.,TIN
@USER Dominos is ass,TIN
@ everyone who said jihoons new hair cut is ugly: you are wrong,TIN
"@USER @USER @USER Trump wanted to be president because he is a narcissist. He still lives a great life"" but only now we, the taxpayers, are footing the bill! Impeach Trump now!""",TIN
#IdiotAlert Gun control activist David Hogg suggested AR-15s cannot be used for self-defense because they shoot further than handguns. URL,TIN
@USER Fuck yeah !!!! Go you !!!,UNT
@USER @USER This pope is pure satanic. God will strip him down to nothing and cast him to hells fire for his crimes,TIN
@USER @USER @USER @USER Everyone has a life story - that is no excuse for being aggressive. If anyone is to blame it is the producer for inviting KW onto the show. She is clearly not well &amp; shouldn’t have been put in a position where that could happen. Her management should not have allowed it either!,TIN
@USER This sicko thinks that others scheme and lie like he and a lot of the liberals do. Remember Rham Emanuel’s famous quote “You never let a serious crisis go to waste”,TIN
"@USER @USER @USER Gotta love when the uninformed point to Venezuela as though it's the inevitable result of socialism!  Socialism? Venezuela!"" Gun control? ""Chicago!""  It's like watching a round of Shitty Jeopardy, where no one knows a damn thing but they try to compete anyway.  Logic? ""Trump!""""",UNT
@USER @USER It's clear that Trump is President and hillary still can't accept that. Too bad 'ause he's there for 6 more years. #MAGA,UNT
@USER keemstar said he is not paying he just wanted his sever on rust popin I said pay him or the ooks will come for you on rust😂,TIN
@USER @USER @USER 😂🤣 it’s funny how liberals use terms like “snowflake” and “triggered” bc that is exactly the terms that were originally used by conservatives to describe liberals on Election Day! I still lmao I’ve never seen a grown he-she before screen bloody murder over a new potus 😂😂,TIN
@USER @USER @USER Omg what country were you in?? It wasn’t America. But again you liberals will believe ANYTHING,TIN
"@USER They cite Jones being banned for violating Twitter's ToS. There are blue checkmarks spewing the same, if not worse, kind of shit. If you are going to play the anyone can get banned"" card. Shouldn't these people also receive bans and suspensions? #VerifiedHate""",TIN
@USER that's exactly what his ass gets lmaoo,TIN
@USER 💀yo ass probably playing it on super easy too smh go home,TIN
@USER He is a coward.,TIN
@USER @USER Guess what Chicago kids go theu this shit every day and they have the strictest gun control around!,TIN
@USER aaaaaaaaa that’s so exciting!!! the majority of my friends are in second year at this point so the blow i’m about to receive from moving to a whole ass other country hasn’t hit yet.... i’m doing film studies because i hate myself apparently :/ wbu babie,TIN
@USER Hmmm it’s almost like gun control laws don’t work. Which means that there must be something more than guns that are the problem.....,TIN
@USER It’s Good for our Gun Business. More Guns sell when these people bring up Gun Control. Keep up the Great Work. Guns for All.,TIN
"@USER Paris Terror Attacks brought to you by Eric Holder on behalf of the Obama Administration. Oh but Gun Control"". URL",TIN
@USER Everyone knows Brown is crazy!,TIN
-You would never guess that this employee plays Covet (a fashion game) on her iPad in her free time. 📱 -She has a strange phobia of dogs.🐕 -She is amazingly weird! She can jump over her foot while it is in... URL,TIN
@USER @USER See as he thick. A bad bitch.,TIN
@USER Do it shithouse,UNT
@USER Blame Trump???  U bunch of idiots. Blame the corruption over in PR,TIN
@USER Twitter is becoming tumblr 2013 and I am fucking terrified,UNT
@USER You ready for crazy ass racing tomorrow???,UNT
@USER @USER The left doesn’t care. They victimize women and minorities for political gain. Same story different democrat. #libtards #walkaway #maga,TIN
"@USER I hate a man who thinks his irrelevant opinion matters"" ass bitch URL",TIN
@USER @USER She is in witness protection. I wish this cow had a mobile phone so she could call other cows and share her escape. #GoVegan,TIN
@USER @USER Liberals want Bert and Ernie to be gay.  WTAF.,TIN
@USER @USER Far right bastards. They are literally everywhere. Luckily we have far left extremists like Antifa and Jeremy Corbyn's supporters to act as a counter balance. URL,TIN
@USER He’s a cocky SOB who needs to be brought down to his knees,TIN
@USER @USER I seriously believe he is evil..,TIN
@USER I was more sad about how many liberals seem to love firing shots at allies. I saw it in 2016 with Bernie Sanders supporters calling me an Uncle Tom for supporting Hillary.  I made the same argument then and now. No shade and hopefully you don't block me. I respect your opinion,TIN
This guy is a disgusting little perv. #MAGA URL,TIN
@USER This Jerry Lewis ripoff needs to just go away already.  The guy is so good at acting like a fool because he is a fool.,TIN
@USER Really another one holy crap wow all brought to you by the Liberals.,TIN
@USER What will German’s will give us? Gun control ?,UNT
@USER I remember how much we were making fun of conservatives in the 90s for thinking that puppets were gay... Now people are upset because they're not gay... PBS needs to put on a documentary teaching people how puppets are made...,TIN
@USER @USER @USER They are obstructionists. Anti-american. Pharisees. Ask them what they are running on and you get nothing. Maga!,TIN
@USER I'm honestly not surprised coming from the school you are in. Why would you be vaping. I noticed they like to accuse you of a lot of stupid stuff but don't let it get to you.,TIN
@USER @USER You do know what the chant Puto means don't you? Fined three times means its not acceptable both are being bullies. One was done by one player the other done by the culture of a country.,TIN
@USER @USER @USER If by Conservatives you mean people that work and pay taxes to help support people like you then I guess we are dumb thinking that you would appreciate it instead of wanting more and more. Get a job start paying taxes and see how much you love any tax and spend gov.,TIN
@USER BITCH I JUST POSTED ABOUT THAT KDKSKSKS I HOPE YOU GET BETTER SOON,TIN
@USER @USER Nothing was stolen. Crybaby liberals didn’t get what they wanted so they’ve been throwing temper tantrums for 2 years.,UNT
@USER Unless he is like that old skin bag Cher.  She just coming back and coming back. #stretchedface,TIN
@USER @USER You nailed that ass,TIN
@USER Reason is he is in a small market on a mediocre team.,TIN
@USER I can tell you suck but sure,TIN
@USER So Dissapointing. This guy is the biggest hypocrite in the country. Embarrassing that he is our Senator,TIN
@USER You are an absolute dick 😡,TIN
@USER I'M ALMOST SHOT BY LA GANG MEMBER/ILLEGAL IN TRAFFIC 9/5/4.45 PM MY BELIEF IN THE 2ND AMENDMENT:REACHES ABSOLUTE:CRIMINALS WANT VICTIMS UNARMED:PIX LATER: NRA GUN CONTROL RIGHTS GRAB FALSE FLAG 2A #ICE POLSI FIENSTINE TRUMP,UNT
@USER @USER Jesus she is the evilest of cunts,TIN
@USER still spewing your lies.....you are not good enuf to lick our President's boot straps... what about the deaths in Chicago...u r a liar and a manipulator...go vack to indonesia barry,TIN
